"Estado","% Ocupación"
"Ciudad de México","53.15"
"Puebla","49.25"
"México","46.76"
"Morelos","43.46"
"Querétaro","36.89"
"Oaxaca","33.76"
"Guerrero","32.48"
"Durango","30.57"
"Michoacán de Ocampo","29.10"
"Nuevo León","27.86"
"Hidalgo","27.60"
"Guanajuato","26.51"
"Veracruz de Ignacio de La Llave","25.92"
"Tabasco","22.26"
"Jalisco","20.34"
"Sinaloa","20.23"
"Tlaxcala","20.00"
"Aguascalientes","19.81"
"Colima","19.80"
"Baja California Sur","19.47"
"Nayarit","18.41"
"San Luis Potosí","15.45"
"Quintana Roo","14.36"
"Tamaulipas","13.96"
"Yucatán","13.53"
"Zacatecas","12.84"
"Chihuahua","12.52"
"Sonora","11.73"
"Coahuila de Zaragoza","11.11"
"Baja California","9.26"
"Chiapas","6.29"
"Campeche","4.15"
