"Estado","% Ocupación"
"Ciudad de México","67.54"
"Guerrero","67.06"
"México","62.25"
"Morelos","53.81"
"Baja California","51.82"
"Chiapas","46.51"
"Puebla","42.05"
"Veracruz de Ignacio de La Llave","41.94"
"Hidalgo","41.66"
"Sinaloa","40.55"
"Tabasco","40.05"
"Quintana Roo","37.09"
"Sonora","33.69"
"Nayarit","32.41"
"Tlaxcala","30.72"
"Oaxaca","30.45"
"Yucatán","27.84"
"Colima","24.77"
"Chihuahua","23.19"
"Coahuila de Zaragoza","19.77"
"Nuevo León","19.69"
"Querétaro","17.94"
"Guanajuato","16.72"
"Aguascalientes","16.62"
"Michoacán de Ocampo","15.12"
"Campeche","14.92"
"Tamaulipas","14.06"
"Jalisco","13.64"
"Zacatecas","12.54"
"Baja California Sur","12.44"
"San Luis Potosí","8.77"
"Durango","8.24"
