"Estado","% Ocupación"
"Ciudad de México","76.27"
"México","67.70"
"Aguascalientes","66.35"
"Oaxaca","64.08"
"Nuevo León","62.33"
"Morelos","61.61"
"Colima","58.33"
"Nayarit","48.92"
"Hidalgo","47.16"
"Veracruz de Ignacio de La Llave","46.49"
"Puebla","46.19"
"Tlaxcala","46.04"
"Jalisco","45.82"
"Michoacán de Ocampo","42.15"
"San Luis Potosí","40.68"
"Tabasco","39.72"
"Baja California","39.62"
"Guerrero","37.66"
"Sinaloa","37.05"
"Zacatecas","36.77"
"Querétaro","36.24"
"Guanajuato","36.17"
"Coahuila de Zaragoza","31.20"
"Baja California Sur","29.14"
"Durango","27.96"
"Sonora","27.62"
"Yucatán","25.86"
"Quintana Roo","25.68"
"Chihuahua","23.33"
"Tamaulipas","21.76"
"Chiapas","13.04"
"Campeche","6.71"
