"Estado","% Ocupación"
"Zacatecas","70.00"
"Querétaro","63.33"
"Michoacán de Ocampo","53.84"
"Sonora","36.84"
"México","35.37"
"Yucatán","33.33"
"Aguascalientes","29.31"
"Tamaulipas","28.73"
"Tabasco","28.57"
"Chihuahua","25.71"
"Ciudad de México","25.00"
"Oaxaca","24.44"
"Nuevo León","23.37"
"Quintana Roo","22.66"
"Puebla","21.78"
"Durango","18.18"
"Guerrero","17.77"
"Veracruz de Ignacio de La Llave","16.96"
"Sinaloa","15.84"
"San Luis Potosí","13.79"
"Jalisco","11.50"
"Baja California","11.36"
"Guanajuato","9.85"
"Coahuila de Zaragoza","9.09"
"Chiapas","7.57"
"Colima","5.55"
"Hidalgo","4.25"
"Campeche","3.12"
"Morelos","2.50"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
