"Estado","% Ocupación"
"Puebla","27.14"
"Guerrero","24.89"
"Morelos","24.23"
"Ciudad de México","24.04"
"Durango","23.70"
"Chihuahua","21.02"
"México","20.14"
"Hidalgo","18.01"
"Quintana Roo","17.03"
"Querétaro","15.32"
"Oaxaca","15.12"
"Tabasco","15.08"
"Michoacán de Ocampo","14.81"
"Aguascalientes","14.80"
"Sonora","14.40"
"Nayarit","14.28"
"Baja California Sur","13.91"
"Nuevo León","12.77"
"Tlaxcala","12.17"
"Veracruz de Ignacio de La Llave","11.55"
"Sinaloa","11.11"
"Tamaulipas","10.94"
"Baja California","10.39"
"Zacatecas","10.10"
"Colima","9.58"
"Yucatán","9.28"
"Jalisco","9.24"
"San Luis Potosí","7.05"
"Guanajuato","6.40"
"Coahuila de Zaragoza","4.23"
"Chiapas","3.00"
"Campeche","2.24"
