"Estado","% Ocupación"
"Nuevo León","78.92"
"Nayarit","75.92"
"Tabasco","75.83"
"Puebla","67.34"
"Colima","64.35"
"Coahuila de Zaragoza","63.29"
"Tamaulipas","61.90"
"Veracruz de Ignacio de La Llave","61.89"
"Guanajuato","60.18"
"Sonora","58.62"
"Ciudad de México","53.23"
"Baja California","48.59"
"Tlaxcala","46.94"
"México","45.51"
"Sinaloa","44.62"
"Quintana Roo","42.87"
"Yucatán","40.40"
"Hidalgo","39.48"
"Oaxaca","38.80"
"Campeche","37.17"
"Guerrero","36.44"
"San Luis Potosí","35.95"
"Chiapas","33.54"
"Baja California Sur","32.83"
"Durango","30.44"
"Michoacán de Ocampo","30.11"
"Zacatecas","26.17"
"Morelos","25.80"
"Aguascalientes","23.72"
"Jalisco","23.62"
"Querétaro","22.72"
"Chihuahua","20.10"
