"Estado","% Ocupación"
"Chihuahua","66.27"
"Nuevo León","57.90"
"Durango","57.24"
"Ciudad de México","48.01"
"Coahuila de Zaragoza","46.89"
"Nayarit","44.94"
"México","39.74"
"Hidalgo","36.47"
"Colima","36.11"
"Zacatecas","33.33"
"Guerrero","29.42"
"Oaxaca","28.53"
"Aguascalientes","28.41"
"Michoacán de Ocampo","26.54"
"Puebla","23.87"
"Jalisco","23.35"
"Querétaro","22.93"
"Sinaloa","22.77"
"Veracruz de Ignacio de La Llave","21.95"
"Guanajuato","21.71"
"Quintana Roo","20.85"
"Baja California","20.65"
"San Luis Potosí","20.64"
"Morelos","18.48"
"Sonora","18.12"
"Tabasco","17.34"
"Baja California Sur","17.26"
"Tlaxcala","17.22"
"Tamaulipas","16.60"
"Yucatán","13.18"
"Campeche","6.34"
"Chiapas","3.00"
