"Estado","% Ocupación"
"Chihuahua","69.33"
"Durango","65.27"
"Nuevo León","60.16"
"Coahuila de Zaragoza","52.07"
"Ciudad de México","47.63"
"Nayarit","46.24"
"México","40.05"
"Hidalgo","38.92"
"Zacatecas","34.91"
"Colima","33.66"
"Aguascalientes","32.87"
"Guerrero","28.54"
"Oaxaca","26.54"
"Michoacán de Ocampo","25.96"
"Sinaloa","24.89"
"Puebla","24.60"
"Jalisco","24.55"
"Querétaro","24.47"
"Baja California","23.04"
"Veracruz de Ignacio de La Llave","22.88"
"Guanajuato","22.82"
"San Luis Potosí","22.81"
"Quintana Roo","19.27"
"Tamaulipas","18.93"
"Tabasco","17.98"
"Sonora","17.72"
"Morelos","17.59"
"Baja California Sur","14.84"
"Tlaxcala","14.66"
"Yucatán","13.39"
"Campeche","4.95"
"Chiapas","3.04"
