"Estado","% Ocupación"
"Querétaro","80.55"
"Ciudad de México","78.36"
"Tlaxcala","75.00"
"Zacatecas","60.00"
"México","57.76"
"Yucatán","56.41"
"Morelos","45.23"
"Guanajuato","43.95"
"Jalisco","43.07"
"Oaxaca","40.68"
"Nuevo León","40.32"
"Tabasco","40.00"
"Puebla","39.24"
"San Luis Potosí","36.47"
"Veracruz de Ignacio de La Llave","32.35"
"Sinaloa","30.76"
"Tamaulipas","30.76"
"Hidalgo","29.50"
"Aguascalientes","29.31"
"Chihuahua","25.23"
"Durango","23.45"
"Guerrero","21.92"
"Quintana Roo","21.33"
"Michoacán de Ocampo","20.58"
"Coahuila de Zaragoza","16.36"
"Colima","15.00"
"Baja California Sur","14.28"
"Baja California","13.95"
"Sonora","12.65"
"Chiapas","7.93"
"Nayarit","3.33"
"Campeche","2.94"
