"Estado","% Ocupación"
"Aguascalientes","64.25"
"Ciudad de México","63.17"
"Zacatecas","60.38"
"Baja California","53.17"
"Nuevo León","49.16"
"Durango","47.61"
"México","46.64"
"Querétaro","46.60"
"Coahuila de Zaragoza","38.90"
"Hidalgo","32.25"
"Chihuahua","32.01"
"Oaxaca","31.18"
"Jalisco","28.41"
"San Luis Potosí","28.18"
"Sonora","27.80"
"Morelos","25.00"
"Michoacán de Ocampo","23.25"
"Guanajuato","21.69"
"Sinaloa","21.17"
"Tabasco","19.85"
"Tamaulipas","16.93"
"Yucatán","16.48"
"Tlaxcala","16.26"
"Puebla","15.23"
"Baja California Sur","14.75"
"Colima","14.56"
"Veracruz de Ignacio de La Llave","13.74"
"Guerrero","10.95"
"Quintana Roo","8.56"
"Nayarit","7.58"
"Chiapas","1.93"
"Campeche","0.56"
