"Estado","% Ocupación"
"Tlaxcala","87.50"
"Puebla","78.00"
"Veracruz de Ignacio de La Llave","75.96"
"Querétaro","73.52"
"Ciudad de México","70.71"
"Sinaloa","67.00"
"Nuevo León","64.79"
"Colima","64.28"
"Guerrero","64.00"
"Yucatán","62.50"
"Sonora","61.97"
"Baja California","60.27"
"México","59.39"
"Guanajuato","58.22"
"Tabasco","56.37"
"Tamaulipas","50.00"
"Quintana Roo","50.00"
"Nayarit","50.00"
"Durango","48.88"
"Oaxaca","46.78"
"Baja California Sur","42.85"
"San Luis Potosí","40.90"
"Chihuahua","35.61"
"Aguascalientes","33.33"
"Jalisco","33.07"
"Coahuila de Zaragoza","32.35"
"Chiapas","30.58"
"Michoacán de Ocampo","28.20"
"Zacatecas","26.66"
"Morelos","23.75"
"Campeche","13.51"
"Hidalgo","12.67"
