"Estado","% Ocupación"
"Tabasco","59.34"
"Baja California","57.58"
"Nuevo León","56.31"
"México","54.76"
"Puebla","50.79"
"Sinaloa","50.60"
"Ciudad de México","50.22"
"Veracruz de Ignacio de La Llave","48.71"
"Sonora","46.48"
"Tlaxcala","45.96"
"Guerrero","43.86"
"Yucatán","39.92"
"Tamaulipas","39.18"
"Colima","38.75"
"San Luis Potosí","38.34"
"Oaxaca","37.62"
"Durango","33.64"
"Quintana Roo","33.33"
"Querétaro","31.83"
"Coahuila de Zaragoza","31.35"
"Nayarit","30.00"
"Chiapas","28.68"
"Baja California Sur","27.43"
"Aguascalientes","27.33"
"Zacatecas","26.61"
"Jalisco","25.87"
"Hidalgo","22.59"
"Chihuahua","21.67"
"Guanajuato","20.88"
"Michoacán de Ocampo","20.62"
"Morelos","18.95"
"Campeche","14.92"
