"Estado","% Ocupación"
"Nuevo León","66.03"
"Tabasco","64.61"
"Baja California","58.80"
"Puebla","50.49"
"Veracruz de Ignacio de La Llave","49.77"
"Ciudad de México","47.00"
"Sonora","46.61"
"Sinaloa","45.60"
"Tlaxcala","44.61"
"Yucatán","42.02"
"México","41.00"
"Nayarit","40.59"
"Tamaulipas","38.75"
"Guerrero","37.68"
"Baja California Sur","36.50"
"Oaxaca","35.29"
"Querétaro","33.88"
"Colima","33.75"
"Quintana Roo","32.72"
"San Luis Potosí","30.28"
"Coahuila de Zaragoza","29.62"
"Zacatecas","28.92"
"Jalisco","27.64"
"Aguascalientes","26.05"
"Hidalgo","23.70"
"Guanajuato","22.87"
"Campeche","22.30"
"Durango","22.03"
"Michoacán de Ocampo","21.83"
"Chihuahua","20.49"
"Chiapas","19.28"
"Morelos","15.68"
