"Estado","% Ocupación"
"Ciudad de México","65.57"
"Baja California","56.49"
"México","54.58"
"Sinaloa","53.21"
"Guerrero","48.19"
"Veracruz de Ignacio de La Llave","34.50"
"Oaxaca","31.57"
"Puebla","30.08"
"Quintana Roo","29.23"
"Tlaxcala","28.57"
"Chiapas","28.57"
"Tabasco","26.13"
"Hidalgo","21.67"
"Chihuahua","21.49"
"Morelos","20.75"
"Nayarit","20.37"
"Yucatán","17.57"
"Querétaro","16.99"
"Campeche","16.85"
"Sonora","16.31"
"Colima","15.00"
"Michoacán de Ocampo","14.51"
"San Luis Potosí","14.45"
"Baja California Sur","11.32"
"Nuevo León","10.69"
"Coahuila de Zaragoza","10.43"
"Aguascalientes","10.00"
"Guanajuato","9.93"
"Tamaulipas","9.60"
"Durango","8.95"
"Zacatecas","5.55"
"Jalisco","4.59"
