"Estado","% Ocupación"
"Ciudad de México","41.46"
"Aguascalientes","40.19"
"Nuevo León","38.84"
"Coahuila de Zaragoza","35.39"
"Colima","31.77"
"Zacatecas","28.93"
"México","28.75"
"Baja California","27.47"
"Querétaro","27.20"
"Durango","25.51"
"Michoacán de Ocampo","24.72"
"Chihuahua","24.36"
"San Luis Potosí","24.06"
"Oaxaca","22.66"
"Baja California Sur","22.61"
"Veracruz de Ignacio de La Llave","21.64"
"Jalisco","21.38"
"Quintana Roo","21.35"
"Sinaloa","20.62"
"Puebla","19.20"
"Hidalgo","18.01"
"Tlaxcala","17.64"
"Tabasco","17.37"
"Tamaulipas","15.80"
"Guerrero","15.72"
"Yucatán","15.10"
"Nayarit","14.48"
"Morelos","13.92"
"Sonora","10.93"
"Guanajuato","8.97"
"Chiapas","4.56"
"Campeche","3.62"
