"Estado","% Ocupación"
"Yucatán","36.81"
"Tabasco","34.35"
"Chihuahua","34.19"
"Ciudad de México","34.16"
"México","30.44"
"Querétaro","28.26"
"Aguascalientes","27.89"
"Colima","27.39"
"Michoacán de Ocampo","26.27"
"Sinaloa","23.65"
"Oaxaca","22.54"
"Puebla","22.10"
"Veracruz de Ignacio de La Llave","21.62"
"Tlaxcala","19.51"
"Durango","19.25"
"San Luis Potosí","18.64"
"Hidalgo","18.63"
"Nuevo León","17.96"
"Guerrero","16.07"
"Jalisco","14.64"
"Morelos","14.28"
"Baja California Sur","12.69"
"Tamaulipas","11.61"
"Baja California","10.95"
"Sonora","10.95"
"Nayarit","10.57"
"Quintana Roo","10.28"
"Zacatecas","9.88"
"Guanajuato","9.51"
"Coahuila de Zaragoza","9.16"
"Campeche","6.87"
"Chiapas","6.84"
