"Estado","% Ocupación"
"Ciudad de México","89.39"
"Guanajuato","86.22"
"México","85.43"
"Nuevo León","84.85"
"Hidalgo","83.77"
"Puebla","80.26"
"Morelos","79.29"
"Guerrero","72.76"
"Nayarit","71.36"
"Querétaro","64.23"
"Baja California","60.29"
"Sonora","57.77"
"Veracruz de Ignacio de La Llave","57.73"
"Tlaxcala","56.65"
"Michoacán de Ocampo","54.96"
"Oaxaca","53.04"
"Jalisco","51.69"
"Coahuila de Zaragoza","44.21"
"Colima","43.56"
"Durango","43.08"
"Baja California Sur","42.70"
"Zacatecas","42.59"
"Aguascalientes","40.89"
"Sinaloa","40.00"
"San Luis Potosí","39.25"
"Tamaulipas","33.41"
"Tabasco","31.54"
"Quintana Roo","26.28"
"Chihuahua","22.13"
"Chiapas","15.09"
"Yucatán","15.08"
"Campeche","5.31"
