"Estado","% Ocupación"
"Zacatecas","89.74"
"Ciudad de México","85.90"
"Querétaro","81.08"
"México","69.09"
"Tlaxcala","62.50"
"Nuevo León","62.18"
"Aguascalientes","59.18"
"Hidalgo","58.75"
"Yucatán","55.88"
"Tabasco","51.19"
"Coahuila de Zaragoza","50.00"
"Sinaloa","49.35"
"Durango","48.21"
"Sonora","42.37"
"Jalisco","42.32"
"Guanajuato","41.74"
"Oaxaca","41.30"
"Morelos","36.00"
"Michoacán de Ocampo","35.71"
"Chihuahua","35.65"
"Tamaulipas","34.45"
"Puebla","31.08"
"Veracruz de Ignacio de La Llave","29.87"
"Baja California","28.88"
"San Luis Potosí","26.13"
"Guerrero","21.11"
"Quintana Roo","13.95"
"Baja California Sur","11.11"
"Campeche","6.25"
"Colima","5.26"
"Chiapas","3.03"
"Nayarit","0.00"
