"Estado","% Ocupación"
"Ciudad de México","85.30"
"México","77.98"
"Guanajuato","71.35"
"Hidalgo","66.34"
"Baja California","66.14"
"Nuevo León","62.11"
"Sonora","51.28"
"Querétaro","47.26"
"Coahuila de Zaragoza","46.49"
"Durango","45.17"
"Zacatecas","41.15"
"Morelos","40.98"
"Puebla","37.43"
"Aguascalientes","35.07"
"Oaxaca","34.44"
"Michoacán de Ocampo","32.65"
"Jalisco","31.56"
"Nayarit","31.15"
"Guerrero","29.83"
"Tlaxcala","29.45"
"Tabasco","26.23"
"Tamaulipas","23.83"
"Veracruz de Ignacio de La Llave","23.39"
"Chihuahua","22.61"
"Baja California Sur","22.52"
"San Luis Potosí","20.38"
"Colima","17.58"
"Sinaloa","17.35"
"Quintana Roo","17.17"
"Yucatán","10.13"
"Chiapas","6.58"
"Campeche","3.58"
