"Estado","% Ocupación"
"Nayarit","56.58"
"Nuevo León","55.65"
"Colima","52.04"
"Hidalgo","45.17"
"Ciudad de México","44.89"
"Coahuila de Zaragoza","39.68"
"Veracruz de Ignacio de La Llave","39.53"
"México","36.57"
"Puebla","34.87"
"Michoacán de Ocampo","34.86"
"Aguascalientes","34.49"
"Durango","33.43"
"Tamaulipas","31.56"
"Oaxaca","30.26"
"Sinaloa","29.80"
"Zacatecas","29.66"
"Baja California","29.20"
"Querétaro","28.72"
"Guerrero","28.14"
"Guanajuato","27.88"
"Baja California Sur","26.40"
"Yucatán","25.11"
"Chihuahua","24.96"
"Jalisco","23.61"
"Tabasco","23.58"
"Quintana Roo","22.96"
"San Luis Potosí","22.67"
"Morelos","18.79"
"Sonora","17.37"
"Tlaxcala","12.14"
"Campeche","9.04"
"Chiapas","6.07"
