"Estado","% Ocupación"
"Baja California","60.83"
"Nuevo León","59.42"
"Sonora","54.77"
"México","53.42"
"Ciudad de México","51.28"
"Puebla","47.73"
"Sinaloa","47.65"
"Tabasco","45.85"
"Guerrero","43.65"
"Veracruz de Ignacio de La Llave","42.43"
"Tlaxcala","39.84"
"Chiapas","37.08"
"Colima","36.48"
"Campeche","34.93"
"Tamaulipas","32.42"
"Jalisco","30.72"
"Yucatán","30.08"
"Oaxaca","29.24"
"Coahuila de Zaragoza","29.12"
"San Luis Potosí","28.15"
"Aguascalientes","27.74"
"Querétaro","27.65"
"Durango","26.72"
"Quintana Roo","26.61"
"Morelos","24.34"
"Baja California Sur","23.85"
"Guanajuato","23.03"
"Zacatecas","20.83"
"Michoacán de Ocampo","19.00"
"Nayarit","18.81"
"Chihuahua","17.44"
"Hidalgo","16.39"
