"Estado","% Ocupación"
"Tabasco","25.51"
"Nuevo León","21.86"
"Quintana Roo","20.00"
"Chihuahua","19.30"
"Yucatán","18.39"
"Baja California","15.83"
"Baja California Sur","15.60"
"Puebla","14.77"
"Oaxaca","14.45"
"Sinaloa","13.86"
"Ciudad de México","12.90"
"Colima","12.72"
"Michoacán de Ocampo","12.30"
"Tlaxcala","12.26"
"México","12.21"
"Aguascalientes","12.19"
"Guerrero","12.10"
"Sonora","11.53"
"Tamaulipas","11.36"
"Nayarit","11.25"
"Zacatecas","11.11"
"Durango","9.80"
"Veracruz de Ignacio de La Llave","9.63"
"Querétaro","9.35"
"Jalisco","9.20"
"Coahuila de Zaragoza","8.78"
"Campeche","7.82"
"Morelos","7.43"
"Hidalgo","5.46"
"San Luis Potosí","5.38"
"Guanajuato","4.10"
"Chiapas","3.35"
