"Estado","% Ocupación"
"Chihuahua","53.23"
"Nuevo León","53.00"
"Ciudad de México","44.93"
"Coahuila de Zaragoza","43.22"
"Durango","42.96"
"Nayarit","41.89"
"Hidalgo","39.52"
"México","37.93"
"Colima","32.60"
"Oaxaca","32.60"
"Guerrero","31.25"
"Zacatecas","29.62"
"Michoacán de Ocampo","28.03"
"Veracruz de Ignacio de La Llave","25.42"
"Aguascalientes","24.74"
"Puebla","23.77"
"Sinaloa","23.17"
"Jalisco","22.20"
"Baja California","20.96"
"Querétaro","20.59"
"Quintana Roo","20.33"
"San Luis Potosí","20.08"
"Guanajuato","19.78"
"Tamaulipas","18.27"
"Baja California Sur","17.97"
"Tabasco","17.35"
"Sonora","16.95"
"Morelos","16.63"
"Tlaxcala","14.36"
"Yucatán","14.16"
"Campeche","5.89"
"Chiapas","3.93"
