"Estado","% Ocupación"
"Zacatecas","82.75"
"Querétaro","75.00"
"Tlaxcala","75.00"
"Ciudad de México","66.29"
"Tamaulipas","65.65"
"Nuevo León","65.39"
"Aguascalientes","61.70"
"Yucatán","57.14"
"Durango","55.55"
"Baja California","52.29"
"Veracruz de Ignacio de La Llave","51.44"
"Michoacán de Ocampo","51.42"
"Oaxaca","48.91"
"Chihuahua","45.78"
"Colima","39.13"
"Morelos","38.00"
"Jalisco","37.83"
"México","36.91"
"Puebla","36.70"
"Quintana Roo","35.44"
"Sinaloa","33.72"
"Hidalgo","32.53"
"San Luis Potosí","31.68"
"Coahuila de Zaragoza","30.00"
"Tabasco","29.60"
"Guanajuato","28.57"
"Campeche","28.57"
"Sonora","26.92"
"Guerrero","22.32"
"Baja California Sur","20.00"
"Chiapas","16.04"
"Nayarit","3.33"
