"Estado","% Ocupación"
"Nayarit","71.42"
"Ciudad de México","39.98"
"Quintana Roo","29.55"
"Baja California","25.67"
"Sinaloa","25.40"
"Chiapas","23.80"
"Aguascalientes","22.22"
"Puebla","18.18"
"Querétaro","17.85"
"Oaxaca","17.77"
"Michoacán de Ocampo","17.50"
"México","17.24"
"Coahuila de Zaragoza","15.90"
"Tabasco","15.00"
"Baja California Sur","14.89"
"Tlaxcala","13.51"
"Sonora","12.35"
"Hidalgo","12.19"
"Morelos","11.68"
"Chihuahua","11.65"
"Veracruz de Ignacio de La Llave","11.37"
"Durango","10.00"
"San Luis Potosí","9.49"
"Yucatán","6.56"
"Guerrero","6.45"
"Tamaulipas","6.25"
"Jalisco","5.82"
"Campeche","3.12"
"Colima","3.12"
"Guanajuato","2.60"
"Nuevo León","1.55"
"Zacatecas","1.38"
