"Estado","% Ocupación"
"Chihuahua","26.28"
"Quintana Roo","25.12"
"Yucatán","20.43"
"Tabasco","19.89"
"Oaxaca","16.14"
"Aguascalientes","15.42"
"Michoacán de Ocampo","15.17"
"Baja California Sur","15.00"
"Nuevo León","14.58"
"Guerrero","13.70"
"Puebla","13.01"
"Ciudad de México","12.58"
"Baja California","12.40"
"Colima","12.30"
"Tamaulipas","12.24"
"Zacatecas","11.94"
"México","11.55"
"Veracruz de Ignacio de La Llave","10.93"
"Durango","10.63"
"Coahuila de Zaragoza","10.61"
"San Luis Potosí","10.22"
"Nayarit","10.00"
"Sinaloa","9.96"
"Sonora","9.59"
"Tlaxcala","9.32"
"Querétaro","8.95"
"Morelos","7.29"
"Jalisco","6.97"
"Hidalgo","6.86"
"Chiapas","5.00"
"Campeche","4.34"
"Guanajuato","3.23"
