"Estado","% Ocupación"
"Chihuahua","29.95"
"Tabasco","27.43"
"Yucatán","23.11"
"Tlaxcala","19.16"
"Baja California Sur","18.55"
"Ciudad de México","17.59"
"Aguascalientes","17.14"
"Querétaro","16.96"
"Colima","15.55"
"Puebla","15.44"
"Michoacán de Ocampo","15.10"
"México","15.04"
"Oaxaca","14.12"
"Durango","13.88"
"Tamaulipas","12.89"
"Guerrero","12.88"
"Quintana Roo","11.63"
"Baja California","11.34"
"Hidalgo","11.22"
"Nuevo León","11.20"
"Sinaloa","10.70"
"Morelos","10.00"
"San Luis Potosí","9.29"
"Nayarit","9.25"
"Jalisco","9.24"
"Veracruz de Ignacio de La Llave","8.52"
"Zacatecas","7.50"
"Chiapas","5.22"
"Sonora","4.78"
"Guanajuato","3.61"
"Campeche","3.25"
"Coahuila de Zaragoza","3.21"
