"Estado","% Ocupación"
"Zacatecas","83.33"
"Colima","75.00"
"Querétaro","71.87"
"Ciudad de México","71.81"
"Yucatán","70.66"
"Tamaulipas","65.26"
"Nuevo León","63.43"
"Durango","62.90"
"Tlaxcala","62.50"
"Veracruz de Ignacio de La Llave","51.16"
"Baja California","48.62"
"Oaxaca","48.27"
"Puebla","39.50"
"Quintana Roo","36.70"
"Chihuahua","35.61"
"México","35.51"
"Jalisco","35.36"
"Michoacán de Ocampo","34.88"
"Tabasco","34.21"
"Sinaloa","33.70"
"Guanajuato","32.91"
"Morelos","32.50"
"Hidalgo","31.32"
"San Luis Potosí","29.41"
"Coahuila de Zaragoza","26.56"
"Guerrero","25.00"
"Sonora","21.97"
"Baja California Sur","20.00"
"Chiapas","18.07"
"Aguascalientes","12.12"
"Campeche","7.89"
"Nayarit","0.00"
