"Estado","% Ocupación"
"Ciudad de México","31.85"
"Morelos","30.14"
"Puebla","29.96"
"México","26.67"
"Durango","25.10"
"Querétaro","21.27"
"Oaxaca","20.36"
"Guerrero","19.79"
"Baja California Sur","19.48"
"Hidalgo","19.27"
"Sonora","19.20"
"Tlaxcala","17.59"
"Aguascalientes","16.59"
"Chihuahua","16.41"
"Tabasco","16.25"
"Michoacán de Ocampo","14.88"
"Veracruz de Ignacio de La Llave","13.58"
"Nuevo León","13.20"
"Sinaloa","12.48"
"Tamaulipas","11.74"
"Jalisco","10.12"
"Yucatán","9.66"
"Zacatecas","9.58"
"Nayarit","9.41"
"Colima","9.04"
"Quintana Roo","8.88"
"Guanajuato","8.30"
"Baja California","7.83"
"San Luis Potosí","7.47"
"Chiapas","3.94"
"Coahuila de Zaragoza","3.77"
"Campeche","1.51"
