"Estado","% Ocupación"
"Nuevo León","48.80"
"Ciudad de México","44.77"
"Nayarit","40.69"
"Colima","39.01"
"Durango","37.80"
"México","37.38"
"Chihuahua","37.37"
"Guerrero","36.00"
"Coahuila de Zaragoza","33.61"
"Hidalgo","32.78"
"Michoacán de Ocampo","30.39"
"Oaxaca","29.95"
"Veracruz de Ignacio de La Llave","24.41"
"Puebla","22.42"
"Sinaloa","21.53"
"Aguascalientes","21.03"
"Baja California","20.92"
"Jalisco","20.89"
"Querétaro","20.22"
"Tamaulipas","19.59"
"Zacatecas","19.28"
"Sonora","19.11"
"San Luis Potosí","17.65"
"Tabasco","17.34"
"Baja California Sur","17.16"
"Guanajuato","17.03"
"Quintana Roo","16.49"
"Morelos","16.14"
"Yucatán","12.55"
"Tlaxcala","11.67"
"Chiapas","4.77"
"Campeche","2.64"
