"Estado","% Ocupación"
"Ciudad de México","19.31"
"Oaxaca","10.71"
"Durango","10.00"
"Quintana Roo","10.00"
"Coahuila de Zaragoza","7.14"
"México","6.60"
"Puebla","6.12"
"Yucatán","5.12"
"Michoacán de Ocampo","5.00"
"Veracruz de Ignacio de La Llave","4.34"
"Nuevo León","4.16"
"Sonora","2.56"
"Morelos","1.63"
"Sinaloa","0.00"
"Hidalgo","0.00"
"Chiapas","0.00"
"Aguascalientes","0.00"
"Zacatecas","0.00"
"Baja California","0.00"
"Jalisco","0.00"
"Guanajuato","0.00"
"Colima","0.00"
"Campeche","0.00"
"Querétaro","0.00"
"San Luis Potosí","0.00"
"Tlaxcala","0.00"
"Tabasco","0.00"
"Baja California Sur","0.00"
"Guerrero","0.00"
"Chihuahua","0.00"
"Tamaulipas","0.00"
"Nayarit","0.00"
