"Estado","% Ocupación"
"Ciudad de México","86.35"
"Guanajuato","83.97"
"Nuevo León","72.59"
"Hidalgo","67.32"
"Puebla","63.92"
"México","63.84"
"Nayarit","62.26"
"Durango","60.86"
"Baja California","57.05"
"Zacatecas","52.94"
"Morelos","51.89"
"Guerrero","51.63"
"Oaxaca","50.55"
"Coahuila de Zaragoza","46.13"
"Veracruz de Ignacio de La Llave","44.22"
"Tlaxcala","42.75"
"Michoacán de Ocampo","40.64"
"Sonora","39.79"
"Colima","37.50"
"Tabasco","36.98"
"Chihuahua","26.77"
"Aguascalientes","25.66"
"Baja California Sur","25.35"
"Jalisco","25.29"
"Quintana Roo","23.83"
"Querétaro","23.46"
"Tamaulipas","23.10"
"Sinaloa","21.56"
"San Luis Potosí","19.76"
"Yucatán","6.78"
"Chiapas","5.74"
"Campeche","4.60"
