"Estado","% Ocupación"
"Baja California Sur","22.00"
"Ciudad de México","19.62"
"Sinaloa","18.18"
"Quintana Roo","16.66"
"México","15.74"
"Guerrero","13.49"
"Tabasco","12.92"
"Baja California","12.10"
"Tlaxcala","9.52"
"Morelos","8.95"
"Chihuahua","8.88"
"Hidalgo","8.21"
"Campeche","7.31"
"Coahuila de Zaragoza","6.59"
"Yucatán","5.91"
"Chiapas","5.66"
"Michoacán de Ocampo","5.66"
"Veracruz de Ignacio de La Llave","5.61"
"Oaxaca","5.17"
"Nuevo León","4.50"
"Puebla","4.44"
"Guanajuato","3.89"
"Aguascalientes","3.88"
"Colima","3.84"
"Tamaulipas","3.72"
"Jalisco","3.44"
"Durango","2.85"
"San Luis Potosí","2.67"
"Querétaro","2.57"
"Nayarit","2.38"
"Sonora","1.84"
"Zacatecas","0.00"
