"Estado","% Ocupación"
"Nayarit","100.00"
"Tlaxcala","87.50"
"Nuevo León","73.96"
"Veracruz de Ignacio de La Llave","73.80"
"Querétaro","73.52"
"Tabasco","72.59"
"Ciudad de México","71.35"
"Puebla","70.23"
"Guanajuato","67.05"
"Sinaloa","63.33"
"Oaxaca","60.78"
"Colima","60.00"
"Quintana Roo","57.89"
"Sonora","56.33"
"Tamaulipas","54.92"
"Baja California","54.87"
"México","53.75"
"Yucatán","49.05"
"Zacatecas","43.33"
"Coahuila de Zaragoza","40.62"
"Michoacán de Ocampo","40.00"
"Chihuahua","38.66"
"Durango","38.29"
"Guerrero","37.75"
"Aguascalientes","32.65"
"Chiapas","30.28"
"Jalisco","29.72"
"San Luis Potosí","26.77"
"Morelos","20.00"
"Hidalgo","17.39"
"Campeche","11.76"
"Baja California Sur","0.00"
