"Estado","% Ocupación"
"Ciudad de México","91.98"
"México","81.65"
"Hidalgo","80.82"
"Guanajuato","80.55"
"Nuevo León","79.27"
"Puebla","69.98"
"Morelos","67.22"
"Nayarit","61.02"
"Baja California","60.77"
"Sonora","59.17"
"Querétaro","55.15"
"Guerrero","54.25"
"Tlaxcala","53.29"
"Coahuila de Zaragoza","48.97"
"Michoacán de Ocampo","47.53"
"Oaxaca","46.99"
"Jalisco","46.31"
"Zacatecas","43.98"
"Durango","42.52"
"Veracruz de Ignacio de La Llave","40.40"
"Baja California Sur","38.78"
"Sinaloa","36.57"
"Aguascalientes","35.84"
"Colima","33.91"
"Tabasco","33.43"
"San Luis Potosí","29.88"
"Tamaulipas","29.02"
"Quintana Roo","25.76"
"Chihuahua","21.59"
"Yucatán","10.70"
"Chiapas","10.22"
"Campeche","5.20"
