"Estado","% Ocupación"
"Nuevo León","76.03"
"Nayarit","74.23"
"Tabasco","73.21"
"Coahuila de Zaragoza","69.72"
"Colima","67.83"
"Veracruz de Ignacio de La Llave","61.68"
"Puebla","60.50"
"Guanajuato","58.92"
"Baja California Sur","56.65"
"Tamaulipas","54.47"
"Ciudad de México","51.34"
"Sonora","50.61"
"México","45.77"
"Sinaloa","44.33"
"Quintana Roo","43.42"
"Oaxaca","40.93"
"Michoacán de Ocampo","40.79"
"Baja California","40.70"
"Yucatán","39.66"
"San Luis Potosí","39.47"
"Hidalgo","38.87"
"Campeche","35.44"
"Durango","34.33"
"Zacatecas","33.65"
"Morelos","33.64"
"Guerrero","32.42"
"Chiapas","30.93"
"Querétaro","27.86"
"Tlaxcala","26.17"
"Jalisco","25.71"
"Aguascalientes","23.55"
"Chihuahua","21.98"
