"Estado","% Ocupación"
"Ciudad de México","68.81"
"México","67.69"
"Tlaxcala","57.00"
"Guerrero","56.66"
"Sonora","56.28"
"Puebla","55.47"
"Guanajuato","53.98"
"Baja California","52.48"
"Tabasco","50.83"
"Veracruz de Ignacio de La Llave","49.68"
"Nayarit","49.68"
"Morelos","46.50"
"Coahuila de Zaragoza","42.21"
"Sinaloa","42.10"
"Oaxaca","41.06"
"Hidalgo","39.59"
"Chiapas","35.94"
"Colima","35.83"
"Nuevo León","35.09"
"Michoacán de Ocampo","32.78"
"Yucatán","29.24"
"Tamaulipas","27.97"
"Jalisco","24.72"
"Campeche","24.50"
"Durango","23.10"
"Querétaro","21.83"
"Quintana Roo","21.07"
"Aguascalientes","20.11"
"Chihuahua","18.14"
"San Luis Potosí","14.73"
"Zacatecas","13.71"
"Baja California Sur","9.73"
