"Estado","% Ocupación"
"Tlaxcala","100.00"
"Morelos","90.90"
"Ciudad de México","85.47"
"Querétaro","80.00"
"Zacatecas","77.77"
"México","67.52"
"Guanajuato","62.50"
"Oaxaca","61.53"
"Yucatán","55.88"
"Aguascalientes","53.84"
"Nuevo León","53.80"
"Tabasco","50.81"
"Jalisco","44.64"
"Puebla","43.55"
"Durango","38.09"
"Tamaulipas","37.93"
"Veracruz de Ignacio de La Llave","37.76"
"San Luis Potosí","34.83"
"Michoacán de Ocampo","34.21"
"Sinaloa","33.02"
"Hidalgo","32.07"
"Guerrero","29.31"
"Coahuila de Zaragoza","27.27"
"Baja California","26.53"
"Colima","23.52"
"Chihuahua","20.40"
"Sonora","18.98"
"Quintana Roo","18.18"
"Chiapas","7.35"
"Campeche","3.12"
"Baja California Sur","0.00"
"Nayarit","0.00"
