"Estado","% Ocupación"
"Ciudad de México","90.49"
"Tlaxcala","87.50"
"Zacatecas","85.00"
"México","84.07"
"Morelos","75.00"
"Querétaro","75.00"
"Aguascalientes","70.83"
"Oaxaca","70.58"
"Puebla","67.39"
"Nuevo León","64.94"
"Yucatán","62.85"
"Guanajuato","61.70"
"Durango","58.57"
"Tabasco","58.00"
"Veracruz de Ignacio de La Llave","57.14"
"Jalisco","52.59"
"Tamaulipas","45.97"
"Sinaloa","44.11"
"Baja California","44.00"
"Hidalgo","41.66"
"Guerrero","40.56"
"Michoacán de Ocampo","40.47"
"Coahuila de Zaragoza","34.14"
"San Luis Potosí","33.70"
"Quintana Roo","31.57"
"Chihuahua","31.53"
"Sonora","27.27"
"Colima","23.80"
"Nayarit","23.33"
"Baja California Sur","22.22"
"Chiapas","19.11"
"Campeche","11.76"
