"Estado","% Ocupación"
"Nuevo León","44.46"
"Aguascalientes","43.19"
"Ciudad de México","41.31"
"Baja California","35.38"
"Puebla","33.13"
"Querétaro","32.49"
"Colima","32.25"
"San Luis Potosí","30.55"
"Durango","30.20"
"Coahuila de Zaragoza","30.04"
"México","29.07"
"Veracruz de Ignacio de La Llave","27.53"
"Zacatecas","27.27"
"Michoacán de Ocampo","27.14"
"Sinaloa","26.27"
"Jalisco","26.22"
"Tamaulipas","26.19"
"Oaxaca","24.70"
"Yucatán","23.76"
"Tabasco","22.96"
"Quintana Roo","22.14"
"Baja California Sur","22.05"
"Hidalgo","21.31"
"Chihuahua","20.85"
"Tlaxcala","17.96"
"Nayarit","16.91"
"Guanajuato","13.95"
"Guerrero","13.25"
"Morelos","13.10"
"Campeche","8.08"
"Sonora","7.34"
"Chiapas","3.83"
