"Estado","% Ocupación"
"Ciudad de México","51.37"
"Baja California","44.06"
"Sinaloa","42.85"
"México","39.82"
"Quintana Roo","29.23"
"Tabasco","26.87"
"Tlaxcala","21.73"
"Guerrero","17.56"
"Veracruz de Ignacio de La Llave","17.37"
"Morelos","16.98"
"Puebla","14.87"
"Oaxaca","14.68"
"Hidalgo","14.17"
"Baja California Sur","14.06"
"Coahuila de Zaragoza","11.32"
"Chihuahua","10.19"
"Campeche","9.30"
"Chiapas","8.47"
"San Luis Potosí","8.13"
"Yucatán","8.08"
"Michoacán de Ocampo","8.02"
"Aguascalientes","7.35"
"Zacatecas","6.66"
"Nuevo León","6.04"
"Guanajuato","5.64"
"Colima","5.40"
"Durango","5.33"
"Querétaro","5.31"
"Jalisco","4.14"
"Nayarit","3.33"
"Tamaulipas","2.73"
"Sonora","2.42"
