"Estado","% Ocupación"
"Aguascalientes","60.19"
"Ciudad de México","53.43"
"Chihuahua","51.71"
"Nuevo León","47.74"
"Zacatecas","47.14"
"Baja California","39.56"
"Querétaro","39.26"
"Coahuila de Zaragoza","35.64"
"México","34.35"
"Durango","33.94"
"San Luis Potosí","30.47"
"Sonora","28.30"
"Oaxaca","25.83"
"Sinaloa","22.09"
"Hidalgo","21.97"
"Jalisco","21.47"
"Colima","18.60"
"Morelos","18.24"
"Guanajuato","17.09"
"Veracruz de Ignacio de La Llave","16.78"
"Puebla","16.28"
"Guerrero","15.90"
"Tabasco","14.50"
"Michoacán de Ocampo","14.34"
"Tamaulipas","13.76"
"Baja California Sur","13.18"
"Nayarit","12.86"
"Yucatán","10.62"
"Tlaxcala","10.44"
"Quintana Roo","5.80"
"Campeche","1.67"
"Chiapas","1.15"
