"Estado","% Ocupación"
"Colima","47.12"
"Nuevo León","42.78"
"Ciudad de México","39.97"
"Chihuahua","38.60"
"Aguascalientes","34.94"
"Oaxaca","30.00"
"México","28.72"
"Michoacán de Ocampo","26.61"
"Querétaro","25.76"
"Zacatecas","25.62"
"Baja California","24.91"
"San Luis Potosí","24.47"
"Durango","24.24"
"Guerrero","20.49"
"Jalisco","19.69"
"Tabasco","19.42"
"Coahuila de Zaragoza","19.38"
"Sinaloa","18.97"
"Baja California Sur","18.81"
"Veracruz de Ignacio de La Llave","18.64"
"Tlaxcala","18.11"
"Hidalgo","16.18"
"Nayarit","15.94"
"Tamaulipas","15.90"
"Sonora","15.68"
"Puebla","15.36"
"Yucatán","13.69"
"Quintana Roo","13.61"
"Morelos","11.30"
"Guanajuato","8.85"
"Chiapas","3.46"
"Campeche","1.62"
