"Estado","% Ocupación"
"México","64.78"
"Ciudad de México","62.78"
"Baja California","59.46"
"Sonora","56.42"
"Puebla","50.55"
"Guerrero","49.38"
"Oaxaca","47.01"
"Veracruz de Ignacio de La Llave","45.36"
"Sinaloa","43.94"
"Tabasco","40.96"
"Querétaro","39.63"
"Morelos","36.28"
"Chiapas","36.07"
"Yucatán","34.17"
"Colima","32.65"
"Tlaxcala","32.30"
"San Luis Potosí","29.59"
"Nayarit","29.57"
"Nuevo León","24.50"
"Tamaulipas","23.90"
"Aguascalientes","23.61"
"Chihuahua","23.42"
"Campeche","22.38"
"Jalisco","21.70"
"Michoacán de Ocampo","21.22"
"Coahuila de Zaragoza","18.47"
"Baja California Sur","17.75"
"Hidalgo","15.78"
"Quintana Roo","15.51"
"Zacatecas","15.18"
"Guanajuato","14.20"
"Durango","13.79"
