"Estado","% Ocupación"
"Chihuahua","63.47"
"Durango","62.77"
"Nuevo León","59.96"
"Nayarit","52.83"
"Coahuila de Zaragoza","50.39"
"Ciudad de México","46.48"
"México","40.86"
"Hidalgo","37.94"
"Zacatecas","32.93"
"Guerrero","31.96"
"Aguascalientes","29.89"
"Colima","29.77"
"Oaxaca","27.86"
"Michoacán de Ocampo","26.89"
"Puebla","25.93"
"Sinaloa","25.22"
"Jalisco","24.19"
"Veracruz de Ignacio de La Llave","23.37"
"San Luis Potosí","22.73"
"Querétaro","22.64"
"Guanajuato","22.17"
"Baja California","20.46"
"Quintana Roo","20.00"
"Morelos","18.66"
"Tabasco","18.18"
"Tamaulipas","17.89"
"Tlaxcala","17.72"
"Baja California Sur","17.22"
"Sonora","17.20"
"Yucatán","15.25"
"Campeche","7.39"
"Chiapas","2.53"
