"Estado","% Ocupación"
"Ciudad de México","89.07"
"México","84.85"
"Guanajuato","84.13"
"Nuevo León","83.10"
"Hidalgo","82.32"
"Morelos","80.41"
"Puebla","80.15"
"Nayarit","72.80"
"Guerrero","71.48"
"Querétaro","65.23"
"Sonora","55.92"
"Veracruz de Ignacio de La Llave","55.59"
"Oaxaca","55.24"
"Michoacán de Ocampo","54.83"
"Tlaxcala","54.35"
"Zacatecas","53.16"
"Jalisco","52.08"
"Colima","47.77"
"Baja California","46.46"
"Baja California Sur","44.60"
"Coahuila de Zaragoza","43.39"
"Aguascalientes","42.60"
"Sinaloa","40.50"
"Durango","40.31"
"San Luis Potosí","38.31"
"Tamaulipas","29.98"
"Tabasco","28.96"
"Quintana Roo","24.03"
"Chihuahua","21.80"
"Chiapas","14.98"
"Yucatán","13.41"
"Campeche","5.14"
