"Estado","% Ocupación"
"Baja California Sur","100.00"
"Nayarit","100.00"
"Zacatecas","93.93"
"Tlaxcala","75.00"
"Veracruz de Ignacio de La Llave","74.41"
"Querétaro","71.87"
"Ciudad de México","70.61"
"Yucatán","68.65"
"Puebla","65.47"
"Durango","62.74"
"Tabasco","61.59"
"Tamaulipas","61.48"
"Sinaloa","61.00"
"Oaxaca","60.78"
"Nuevo León","59.02"
"Quintana Roo","56.33"
"México","55.23"
"Baja California","51.45"
"Guanajuato","49.55"
"Sonora","48.31"
"Colima","46.15"
"Aguascalientes","42.59"
"Coahuila de Zaragoza","38.46"
"Michoacán de Ocampo","36.58"
"Chihuahua","36.04"
"Guerrero","35.71"
"Jalisco","35.53"
"San Luis Potosí","33.91"
"Chiapas","32.19"
"Hidalgo","27.63"
"Morelos","23.75"
"Campeche","18.42"
