"Estado","% Ocupación"
"Chihuahua","84.02"
"Durango","73.87"
"Coahuila de Zaragoza","70.99"
"Nuevo León","61.68"
"Ciudad de México","51.46"
"Aguascalientes","50.74"
"Zacatecas","45.40"
"Hidalgo","42.29"
"México","40.77"
"Querétaro","32.94"
"Guanajuato","32.44"
"Baja California","29.94"
"Oaxaca","27.84"
"Guerrero","25.90"
"Michoacán de Ocampo","25.84"
"Nayarit","25.00"
"Sonora","22.50"
"Puebla","22.28"
"Jalisco","21.92"
"San Luis Potosí","21.34"
"Veracruz de Ignacio de La Llave","20.71"
"Sinaloa","19.65"
"Colima","19.38"
"Morelos","18.03"
"Tabasco","17.57"
"Quintana Roo","17.15"
"Tamaulipas","16.29"
"Baja California Sur","13.74"
"Yucatán","11.53"
"Tlaxcala","10.78"
"Campeche","4.12"
"Chiapas","3.12"
