"Estado","% Ocupación"
"Nayarit","61.67"
"Nuevo León","59.79"
"Coahuila de Zaragoza","58.67"
"Colima","57.21"
"Puebla","52.84"
"Hidalgo","45.81"
"Yucatán","45.12"
"Ciudad de México","45.00"
"Veracruz de Ignacio de La Llave","43.64"
"México","42.88"
"Michoacán de Ocampo","40.12"
"Guanajuato","39.27"
"Zacatecas","38.84"
"Tamaulipas","38.75"
"Sinaloa","35.70"
"Tabasco","35.44"
"Baja California Sur","35.25"
"Baja California","34.54"
"Aguascalientes","34.28"
"Quintana Roo","34.14"
"Durango","31.57"
"Oaxaca","31.35"
"Guerrero","31.28"
"Morelos","29.69"
"Querétaro","29.07"
"San Luis Potosí","28.31"
"Sonora","26.49"
"Jalisco","24.76"
"Chihuahua","21.02"
"Campeche","18.46"
"Chiapas","18.20"
"Tlaxcala","17.64"
