"Estado","% Ocupación"
"México","78.57"
"Ciudad de México","76.35"
"Tlaxcala","75.00"
"Veracruz de Ignacio de La Llave","74.79"
"Baja California","63.63"
"Guerrero","62.12"
"Sonora","61.66"
"Morelos","56.86"
"Oaxaca","54.54"
"Puebla","54.54"
"Guanajuato","50.63"
"Yucatán","48.00"
"Coahuila de Zaragoza","46.15"
"Tabasco","45.89"
"Sinaloa","44.00"
"San Luis Potosí","41.66"
"Chiapas","39.56"
"Michoacán de Ocampo","38.88"
"Quintana Roo","35.29"
"Chihuahua","33.78"
"Jalisco","33.59"
"Nuevo León","33.33"
"Querétaro","32.20"
"Durango","30.30"
"Zacatecas","29.62"
"Colima","28.57"
"Tamaulipas","26.73"
"Hidalgo","12.19"
"Campeche","10.00"
"Baja California Sur","7.69"
"Aguascalientes","0.00"
"Nayarit","0.00"
