"Estado","% Ocupación"
"Ciudad de México","44.04"
"Yucatán","36.54"
"México","32.90"
"Querétaro","32.50"
"Tabasco","31.25"
"Chihuahua","29.90"
"Colima","28.94"
"Puebla","28.38"
"Michoacán de Ocampo","27.05"
"Oaxaca","26.43"
"Aguascalientes","25.72"
"Tlaxcala","22.83"
"Hidalgo","22.74"
"Nuevo León","22.46"
"San Luis Potosí","20.49"
"Veracruz de Ignacio de La Llave","19.58"
"Sinaloa","17.97"
"Guerrero","16.87"
"Durango","16.78"
"Morelos","16.40"
"Jalisco","16.27"
"Tamaulipas","12.79"
"Baja California Sur","11.70"
"Quintana Roo","10.04"
"Sonora","9.96"
"Nayarit","9.61"
"Guanajuato","9.24"
"Zacatecas","9.03"
"Coahuila de Zaragoza","8.05"
"Baja California","7.44"
"Chiapas","5.55"
"Campeche","2.36"
