"Estado","% Ocupación"
"Ciudad de México","63.88"
"Sinaloa","57.74"
"Baja California","51.51"
"México","43.18"
"Quintana Roo","31.30"
"Tabasco","28.20"
"Oaxaca","24.52"
"Veracruz de Ignacio de La Llave","22.50"
"Hidalgo","20.74"
"Morelos","20.73"
"Puebla","16.41"
"Tlaxcala","16.00"
"Guerrero","15.85"
"Baja California Sur","13.72"
"Colima","13.63"
"Yucatán","10.52"
"Aguascalientes","9.83"
"Chiapas","9.18"
"Coahuila de Zaragoza","8.63"
"San Luis Potosí","8.16"
"Michoacán de Ocampo","7.51"
"Campeche","7.46"
"Nuevo León","7.43"
"Guanajuato","6.88"
"Chihuahua","6.06"
"Durango","6.02"
"Querétaro","5.46"
"Zacatecas","5.06"
"Sonora","4.37"
"Tamaulipas","3.22"
"Nayarit","3.03"
"Jalisco","2.98"
