"Estado","% Ocupación"
"Querétaro","77.77"
"Yucatán","70.45"
"Ciudad de México","63.74"
"México","52.28"
"Puebla","41.05"
"Tabasco","40.98"
"Aguascalientes","37.93"
"Oaxaca","36.63"
"Durango","35.29"
"Veracruz de Ignacio de La Llave","26.56"
"Tamaulipas","25.96"
"Sinaloa","23.33"
"Hidalgo","22.95"
"Guerrero","22.52"
"Chihuahua","22.36"
"Michoacán de Ocampo","22.22"
"Nuevo León","22.09"
"Jalisco","20.71"
"San Luis Potosí","19.23"
"Morelos","18.57"
"Sonora","17.94"
"Colima","16.66"
"Zacatecas","15.00"
"Quintana Roo","14.47"
"Tlaxcala","12.50"
"Guanajuato","9.67"
"Baja California","9.52"
"Chiapas","7.93"
"Coahuila de Zaragoza","7.27"
"Campeche","3.12"
"Baja California Sur","0.00"
"Nayarit","0.00"
