"Estado","% Ocupación"
"Tlaxcala","64.47"
"México","63.66"
"Baja California","63.09"
"Ciudad de México","56.48"
"Guerrero","51.14"
"Sonora","49.62"
"Sinaloa","47.64"
"Veracruz de Ignacio de La Llave","47.13"
"Oaxaca","47.10"
"Puebla","45.25"
"Tabasco","41.86"
"Querétaro","41.00"
"Aguascalientes","40.18"
"Nayarit","38.75"
"Yucatán","36.69"
"Morelos","35.71"
"Chiapas","35.51"
"San Luis Potosí","34.65"
"Nuevo León","27.04"
"Campeche","26.31"
"Jalisco","25.72"
"Durango","23.95"
"Coahuila de Zaragoza","23.17"
"Tamaulipas","22.59"
"Colima","22.22"
"Hidalgo","21.81"
"Michoacán de Ocampo","21.42"
"Quintana Roo","21.37"
"Chihuahua","21.13"
"Zacatecas","18.18"
"Guanajuato","15.91"
"Baja California Sur","11.90"
