"Estado","% Ocupación"
"Chihuahua","69.90"
"Durango","62.31"
"Nuevo León","62.03"
"Coahuila de Zaragoza","52.35"
"Ciudad de México","48.82"
"Nayarit","43.60"
"Hidalgo","39.69"
"México","38.58"
"Zacatecas","36.01"
"Colima","34.84"
"Aguascalientes","32.36"
"Guerrero","29.47"
"Baja California","26.16"
"Michoacán de Ocampo","25.20"
"Oaxaca","25.17"
"Sinaloa","24.51"
"Jalisco","24.42"
"Querétaro","24.39"
"Veracruz de Ignacio de La Llave","24.01"
"Puebla","23.90"
"San Luis Potosí","21.44"
"Guanajuato","20.60"
"Quintana Roo","19.56"
"Tabasco","16.72"
"Sonora","16.66"
"Tamaulipas","16.66"
"Morelos","15.29"
"Tlaxcala","13.44"
"Baja California Sur","13.28"
"Yucatán","13.13"
"Campeche","5.12"
"Chiapas","3.09"
