"Estado","% Ocupación"
"Querétaro","66.66"
"Michoacán de Ocampo","47.05"
"Zacatecas","35.00"
"Ciudad de México","34.44"
"México","33.66"
"Tabasco","33.33"
"Aguascalientes","32.75"
"Yucatán","31.42"
"Chihuahua","28.88"
"Oaxaca","28.23"
"Guerrero","24.67"
"Puebla","23.84"
"Nuevo León","22.36"
"Quintana Roo","22.07"
"Sinaloa","21.10"
"Guanajuato","18.05"
"Durango","17.80"
"Tamaulipas","17.75"
"Jalisco","16.96"
"Veracruz de Ignacio de La Llave","15.50"
"Chiapas","9.80"
"Morelos","9.09"
"Baja California","7.31"
"Sonora","6.52"
"Campeche","6.45"
"San Luis Potosí","6.41"
"Coahuila de Zaragoza","5.45"
"Hidalgo","3.92"
"Nayarit","0.00"
"Colima","0.00"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
