"Estado","% Ocupación"
"Ciudad de México","66.19"
"México","58.48"
"Tlaxcala","54.36"
"Nuevo León","53.25"
"Aguascalientes","50.43"
"Oaxaca","48.55"
"Colima","47.42"
"Hidalgo","46.34"
"Morelos","45.66"
"Veracruz de Ignacio de La Llave","42.92"
"Puebla","42.51"
"Michoacán de Ocampo","40.77"
"Querétaro","40.12"
"Jalisco","39.92"
"San Luis Potosí","39.50"
"Guerrero","37.89"
"Baja California","35.35"
"Guanajuato","34.88"
"Tabasco","34.31"
"Nayarit","30.76"
"Zacatecas","30.45"
"Coahuila de Zaragoza","29.66"
"Sinaloa","27.56"
"Baja California Sur","26.63"
"Yucatán","25.38"
"Durango","24.36"
"Chihuahua","23.70"
"Tamaulipas","23.29"
"Sonora","22.83"
"Quintana Roo","17.67"
"Chiapas","13.04"
"Campeche","5.88"
