"Estado","% Ocupación"
"Nayarit","100.00"
"Tlaxcala","100.00"
"Colima","87.50"
"Yucatán","82.92"
"Veracruz de Ignacio de La Llave","80.27"
"Tabasco","77.77"
"Nuevo León","74.16"
"Puebla","72.83"
"Querétaro","71.87"
"Ciudad de México","70.92"
"Oaxaca","64.13"
"Zacatecas","63.63"
"Baja California","62.96"
"Tamaulipas","61.06"
"Sinaloa","60.91"
"Guanajuato","56.09"
"Durango","55.55"
"Quintana Roo","55.12"
"México","54.95"
"Sonora","54.20"
"Coahuila de Zaragoza","48.27"
"Aguascalientes","44.44"
"Jalisco","35.59"
"Chiapas","35.33"
"Chihuahua","34.21"
"Morelos","34.00"
"Michoacán de Ocampo","28.94"
"Guerrero","27.73"
"San Luis Potosí","27.27"
"Hidalgo","24.17"
"Campeche","3.03"
"Baja California Sur","0.00"
