"Estado","% Ocupación"
"Quintana Roo","31.67"
"Baja California Sur","29.14"
"Nayarit","23.42"
"Tamaulipas","22.69"
"Sonora","22.57"
"Durango","22.47"
"Nuevo León","21.92"
"Tabasco","21.72"
"Chihuahua","18.01"
"Baja California","17.99"
"Ciudad de México","17.34"
"Yucatán","16.07"
"Colima","14.75"
"Oaxaca","13.86"
"Veracruz de Ignacio de La Llave","13.33"
"México","13.19"
"Sinaloa","12.65"
"Michoacán de Ocampo","12.61"
"Jalisco","11.51"
"Guerrero","10.93"
"Hidalgo","10.90"
"Morelos","10.55"
"Puebla","10.22"
"Coahuila de Zaragoza","10.03"
"Zacatecas","10.00"
"Tlaxcala","9.55"
"Aguascalientes","8.58"
"Querétaro","6.12"
"San Luis Potosí","4.85"
"Guanajuato","3.49"
"Chiapas","3.48"
"Campeche","2.46"
