"Estado","% Ocupación"
"Tlaxcala","100.00"
"Zacatecas","92.00"
"Ciudad de México","90.51"
"Nuevo León","87.44"
"México","82.30"
"Querétaro","75.00"
"Aguascalientes","70.87"
"Oaxaca","70.29"
"Puebla","66.43"
"Baja California","65.21"
"Yucatán","63.88"
"Guanajuato","63.15"
"Tabasco","56.43"
"Morelos","55.71"
"Durango","55.71"
"Veracruz de Ignacio de La Llave","53.93"
"Jalisco","53.68"
"Sinaloa","52.88"
"Tamaulipas","52.06"
"Hidalgo","48.61"
"Baja California Sur","40.00"
"Nayarit","40.00"
"Guerrero","38.67"
"Sonora","37.83"
"San Luis Potosí","35.63"
"Coahuila de Zaragoza","31.48"
"Chihuahua","29.89"
"Colima","28.57"
"Michoacán de Ocampo","27.77"
"Quintana Roo","26.31"
"Chiapas","20.58"
"Campeche","14.70"
