"Estado","% Ocupación"
"Ciudad de México","87.66"
"Zacatecas","80.00"
"Querétaro","80.00"
"Yucatán","76.31"
"Tlaxcala","75.00"
"México","72.36"
"Nuevo León","70.54"
"Oaxaca","70.09"
"Aguascalientes","64.94"
"Puebla","63.82"
"Guanajuato","58.51"
"Morelos","57.14"
"Durango","52.85"
"Tabasco","50.00"
"Hidalgo","47.43"
"Veracruz de Ignacio de La Llave","45.91"
"Baja California","45.33"
"Tamaulipas","45.29"
"Jalisco","44.00"
"Guerrero","37.27"
"Sinaloa","36.44"
"Chihuahua","34.78"
"Michoacán de Ocampo","30.76"
"San Luis Potosí","30.58"
"Baja California Sur","28.57"
"Coahuila de Zaragoza","28.57"
"Quintana Roo","28.00"
"Colima","26.08"
"Sonora","20.63"
"Chiapas","17.64"
"Campeche","8.82"
"Nayarit","6.66"
