"Estado","% Ocupación"
"Colima","57.21"
"Nuevo León","55.39"
"Nayarit","48.60"
"Ciudad de México","47.10"
"Hidalgo","42.46"
"Durango","41.95"
"México","38.80"
"Veracruz de Ignacio de La Llave","37.54"
"Michoacán de Ocampo","37.47"
"Coahuila de Zaragoza","36.95"
"Puebla","34.49"
"Guerrero","34.21"
"Tamaulipas","30.91"
"Querétaro","28.71"
"Baja California","28.62"
"Sinaloa","28.13"
"Zacatecas","27.47"
"Baja California Sur","27.07"
"Guanajuato","27.03"
"Chihuahua","26.09"
"Oaxaca","24.43"
"Yucatán","24.33"
"Jalisco","21.60"
"San Luis Potosí","21.19"
"Quintana Roo","21.00"
"Tabasco","20.31"
"Morelos","19.56"
"Aguascalientes","18.60"
"Tlaxcala","16.14"
"Sonora","16.01"
"Chiapas","7.20"
"Campeche","6.70"
