"Estado","% Ocupación"
"Ciudad de México","73.07"
"Baja California","58.55"
"México","57.08"
"Sinaloa","47.35"
"Campeche","46.15"
"Guerrero","45.49"
"Quintana Roo","40.54"
"Hidalgo","40.54"
"Morelos","37.99"
"Tabasco","36.90"
"Veracruz de Ignacio de La Llave","36.47"
"Chihuahua","22.58"
"Puebla","22.36"
"Yucatán","21.34"
"Nayarit","19.04"
"Chiapas","18.89"
"Tlaxcala","17.41"
"Aguascalientes","16.66"
"Sonora","13.81"
"Coahuila de Zaragoza","12.40"
"Durango","11.72"
"Nuevo León","11.13"
"Michoacán de Ocampo","10.85"
"Oaxaca","10.51"
"Guanajuato","10.43"
"Baja California Sur","9.09"
"Tamaulipas","7.82"
"Jalisco","6.62"
"Querétaro","6.43"
"San Luis Potosí","6.22"
"Colima","5.94"
"Zacatecas","4.62"
