"Estado","% Ocupación"
"Ciudad de México","72.40"
"México","72.34"
"Puebla","58.23"
"Guerrero","57.11"
"Sonora","55.60"
"Tlaxcala","52.86"
"Baja California","51.33"
"Tabasco","49.63"
"Morelos","48.36"
"Veracruz de Ignacio de La Llave","45.49"
"Hidalgo","45.36"
"Nayarit","45.33"
"Guanajuato","44.61"
"Oaxaca","40.65"
"Coahuila de Zaragoza","38.39"
"Sinaloa","35.22"
"Chiapas","33.49"
"Michoacán de Ocampo","31.50"
"Jalisco","30.44"
"Colima","29.75"
"Yucatán","28.75"
"Querétaro","28.69"
"Nuevo León","24.60"
"Campeche","20.89"
"Durango","20.72"
"Chihuahua","20.37"
"Quintana Roo","19.50"
"Tamaulipas","19.35"
"Aguascalientes","18.84"
"San Luis Potosí","16.08"
"Zacatecas","13.45"
"Baja California Sur","7.31"
